TripInstance,Run,tripSize,avgTranspoprtations,avgAccommodations,destinations,algorithm,quality,time
459,6,6250,5,5,2,ACO,2.912441569,5.0817577
460,6,6250,5,5,2,ACO_Local,2.969584887,6.6473246
461,7,6250,5,5,2,ACO,3.397848497,5.9681747
462,7,6250,5,5,2,ACO_Local,3.464515702,7.8556319
463,8,6250,5,5,2,ACO,3.883255425,6.8278838
464,8,6250,5,5,2,ACO_Local,3.959446516,9.1034333
465,1,9000,5,6,2,ACO,0.515722062,0.9083443
466,1,9000,5,6,2,ACO_Local,0.535898073,1.1310082
467,2,9000,5,6,2,ACO,1.031444124,2.3916116
468,2,9000,5,6,2,ACO_Local,1.071796146,2.277734
469,3,9000,5,6,2,ACO,1.547166186,3.2153165
470,3,9000,5,6,2,ACO_Local,1.607694219,3.4112498
471,4,9000,5,6,2,ACO,2.062888248,4.2548119
472,4,9000,5,6,2,ACO_Local,2.143592292,4.5642148
473,5,9000,5,6,2,ACO,2.57861031,5.1467167
474,5,9000,5,6,2,ACO_Local,2.679490365,5.6501362
475,6,9000,5,6,2,ACO,3.094332372,6.1200562
476,6,9000,5,6,2,ACO_Local,3.215388438,6.7871757
477,7,9000,5,6,2,ACO,3.610054434,7.2385933
478,7,9000,5,6,2,ACO_Local,3.751286511,8.0481431
479,8,9000,5,6,2,ACO,4.125700354,8.0982733
480,8,9000,5,6,2,ACO_Local,4.287184584,9.1615327
481,1,432,6,1,2,ACO,0.326522413,1.0109931
482,1,432,6,1,2,ACO_Local,0.361200449,1.5963076
483,2,432,6,1,2,ACO,0.651934853,1.7888492
484,2,432,6,1,2,ACO_Local,0.714356386,2.7585249
485,3,432,6,1,2,ACO,0.980010794,3.0197513
486,3,432,6,1,2,ACO_Local,1.075662871,3.9636801
487,4,432,6,1,2,ACO,1.306812361,4.040462
488,4,432,6,1,2,ACO_Local,1.427519677,5.1642143
489,5,432,6,1,2,ACO,1.63421228,5.4164466
490,5,432,6,1,2,ACO_Local,1.795020524,6.3833659
491,6,432,6,1,2,ACO,1.957567435,6.3504066
492,6,432,6,1,2,ACO_Local,2.156463351,7.3992058
493,7,432,6,1,2,ACO,2.270423583,7.184104
494,7,432,6,1,2,ACO_Local,2.523613367,8.5730017
495,8,432,6,1,2,ACO,2.588558586,8.0748957
496,8,432,6,1,2,ACO_Local,2.885056193,9.9798692
497,1,1728,6,2,2,ACO,0.451586355,0.7575961
498,1,1728,6,2,2,ACO_Local,0.455382277,1.0030182
499,2,1728,6,2,2,ACO,0.903172711,1.6393202
500,2,1728,6,2,2,ACO_Local,0.910826447,2.1869546
501,3,1728,6,2,2,ACO,1.354759066,2.3947961
502,3,1728,6,2,2,ACO_Local,1.36371112,3.45064
503,4,1728,6,2,2,ACO,1.806345422,3.1303007
504,4,1728,6,2,2,ACO_Local,1.816595792,4.4987924
505,5,1728,6,2,2,ACO,2.257931777,3.8816008
506,5,1728,6,2,2,ACO_Local,2.268779649,5.8284395
507,6,1728,6,2,2,ACO,2.709518133,4.6114413
508,6,1728,6,2,2,ACO_Local,2.724223819,7.5803622
509,7,1728,6,2,2,ACO,3.161104488,5.3750461
510,7,1728,6,2,2,ACO_Local,3.17700613,8.7182557
511,8,1728,6,2,2,ACO,3.612690844,6.1846185
512,8,1728,6,2,2,ACO_Local,3.629189987,10.3177979
513,1,3888,6,3,2,ACO,0.388213544,0.814967
514,1,3888,6,3,2,ACO_Local,0.416384333,1.30942
515,2,3888,6,3,2,ACO,0.7729427,2.2123102
516,2,3888,6,3,2,ACO_Local,0.832928764,2.4667349
517,3,3888,6,3,2,ACO,1.149832876,3.1298598
518,3,3888,6,3,2,ACO_Local,1.249473195,3.5689338
519,4,3888,6,3,2,ACO,1.540804281,3.9422602
520,4,3888,6,3,2,ACO_Local,1.666017626,4.6921167
521,5,3888,6,3,2,ACO,1.922481051,4.6881015
522,5,3888,6,3,2,ACO_Local,2.082562056,6.2949303
523,6,3888,6,3,2,ACO,2.322073248,5.6719869
524,6,3888,6,3,2,ACO_Local,2.499106487,7.7355338
525,7,3888,6,3,2,ACO,2.7152547,6.5202585
526,7,3888,6,3,2,ACO_Local,2.915650918,8.9755993
527,8,3888,6,3,2,ACO,3.114846897,7.2974826
528,8,3888,6,3,2,ACO_Local,3.332195349,10.8214911
529,1,6912,6,4,2,ACO,0.379292733,0.8214885
530,1,6912,6,4,2,ACO_Local,0.431199103,1.1648083
531,2,6912,6,4,2,ACO,0.758585465,1.687403
532,2,6912,6,4,2,ACO_Local,0.862398206,2.2712078
533,3,6912,6,4,2,ACO,1.137878198,2.5697429
534,3,6912,6,4,2,ACO_Local,1.293597308,3.4137625
535,4,6912,6,4,2,ACO,1.51717093,3.4708273
536,4,6912,6,4,2,ACO_Local,1.724796411,4.5648917
537,5,6912,6,4,2,ACO,1.896463663,4.408855
538,5,6912,6,4,2,ACO_Local,2.155995514,5.7806543
539,6,6912,6,4,2,ACO,2.275756395,5.4079227
540,6,6912,6,4,2,ACO_Local,2.587243967,7.0762198
541,7,6912,6,4,2,ACO,2.655049128,6.4433667
542,7,6912,6,4,2,ACO_Local,3.018443069,8.1842563
543,8,6912,6,4,2,ACO,3.034341861,7.2969393
544,8,6912,6,4,2,ACO_Local,3.449642172,9.3522822
545,1,10800,6,5,2,ACO,0.436385339,0.8833166
546,1,10800,6,5,2,ACO_Local,0.459325809,1.230037
547,2,10800,6,5,2,ACO,0.872770678,1.8008354
548,2,10800,6,5,2,ACO_Local,0.918651619,2.5220198
549,3,10800,6,5,2,ACO,1.309156017,2.5956207
550,3,10800,6,5,2,ACO_Local,1.377977428,3.7770268
551,4,10800,6,5,2,ACO,1.745541356,3.3766281
552,4,10800,6,5,2,ACO_Local,1.837303238,4.9354347
553,5,10800,6,5,2,ACO,2.181926695,4.1562097
554,5,10800,6,5,2,ACO_Local,2.300106419,6.3423514
555,6,10800,6,5,2,ACO,2.618312034,4.9529899
556,6,10800,6,5,2,ACO_Local,2.759432228,7.5299667
557,7,10800,6,5,2,ACO,3.054697373,5.7697333
558,7,10800,6,5,2,ACO_Local,3.218758038,8.7407743
559,8,10800,6,5,2,ACO,3.491082712,6.6424224
560,8,10800,6,5,2,ACO_Local,3.678083847,9.9373469
561,1,15552,6,6,2,ACO,0.492876202,0.8752493
562,1,15552,6,6,2,ACO_Local,0.533567611,1.2562685
563,2,15552,6,6,2,ACO,0.991319093,2.2267771
564,2,15552,6,6,2,ACO_Local,1.061958716,2.6516515
565,3,15552,6,6,2,ACO,1.484195295,3.24288
566,3,15552,6,6,2,ACO_Local,1.58760252,3.9719514
567,4,15552,6,6,2,ACO,1.979890885,4.2868339
568,4,15552,6,6,2,ACO_Local,2.116245204,5.2532942
569,5,15552,6,6,2,ACO,2.475586474,5.3233191
570,5,15552,6,6,2,ACO_Local,2.649812815,6.6623854
571,6,15552,6,6,2,ACO,2.968462676,6.225234
572,6,15552,6,6,2,ACO_Local,3.183380426,8.0243783
573,7,15552,6,6,2,ACO,3.461338878,7.1290219
574,7,15552,6,6,2,ACO_Local,3.716948037,9.3682724
575,8,15552,6,6,2,ACO,3.957034468,8.0415951
576,8,15552,6,6,2,ACO_Local,4.245339142,10.7429694
577,1,6,1,1,3,ACO,0.206248959,0.9850148
578,1,6,1,1,3,ACO_Local,0.229890164,0.9220573
579,2,6,1,1,3,ACO,0.411150357,1.6517528
580,2,6,1,1,3,ACO_Local,0.459780328,1.8821714
581,3,6,1,1,3,ACO,0.616885049,2.29448
582,3,6,1,1,3,ACO_Local,0.689670492,2.7819404
583,4,6,1,1,3,ACO,0.821786447,2.911837
584,4,6,1,1,3,ACO_Local,0.919294593,3.7694988
585,5,6,1,1,3,ACO,1.027521138,3.6088284
586,5,6,1,1,3,ACO_Local,1.149184757,4.7332632
587,6,6,1,1,3,ACO,1.233770098,4.2642196
588,6,6,1,1,3,ACO_Local,1.374687005,5.7270843
589,7,6,1,1,3,ACO,1.438671495,4.8587983
590,7,6,1,1,3,ACO_Local,1.604577169,6.6378512
591,8,6,1,1,3,ACO,1.643572893,5.4671977
592,8,6,1,1,3,ACO_Local,1.834467333,7.5773735
593,1,48,1,2,3,ACO,0.306875223,0.7837806
594,1,48,1,2,3,ACO_Local,0.358066943,1.2902543
595,2,48,1,2,3,ACO,0.614328682,1.5764701
596,2,48,1,2,3,ACO_Local,0.717019211,2.3357083
597,3,48,1,2,3,ACO,0.921782141,2.362704
598,3,48,1,2,3,ACO_Local,1.075971479,3.3756091
599,4,48,1,2,3,ACO,1.2292356,3.1273569
600,4,48,1,2,3,ACO_Local,1.434038423,4.5083761
601,5,48,1,2,3,ACO,1.536110823,3.8441422
602,5,48,1,2,3,ACO_Local,1.792105366,5.6434883
603,6,48,1,2,3,ACO,1.843564282,5.2770346
604,6,48,1,2,3,ACO_Local,2.15017231,6.797386
605,7,48,1,2,3,ACO,2.151017741,6.0248418
606,7,48,1,2,3,ACO_Local,2.509124578,7.9667529
607,8,48,1,2,3,ACO,2.4584712,6.7325048
608,8,48,1,2,3,ACO_Local,2.867191521,8.9872617
609,1,162,1,3,3,ACO,0.272168975,0.7953297
610,1,162,1,3,3,ACO_Local,0.329890959,1.1711814
611,2,162,1,3,3,ACO,0.54433795,1.6404047
612,2,162,1,3,3,ACO_Local,0.659781919,2.3762929
613,3,162,1,3,3,ACO,0.816506925,2.5316283
614,3,162,1,3,3,ACO_Local,0.989672878,3.6124241
615,4,162,1,3,3,ACO,1.0886759,3.3081429
616,4,162,1,3,3,ACO_Local,1.319563837,4.7713589
617,5,162,1,3,3,ACO,1.360844875,4.1322784
618,5,162,1,3,3,ACO_Local,1.649454797,6.0820032
619,6,162,1,3,3,ACO,1.63301385,4.9755813
620,6,162,1,3,3,ACO_Local,1.979345756,7.4152689
621,7,162,1,3,3,ACO,1.905182825,5.8522405
622,7,162,1,3,3,ACO_Local,2.309236715,8.6235047
623,8,162,1,3,3,ACO,2.1773518,6.6819105
624,8,162,1,3,3,ACO_Local,2.639127675,9.8074535
625,1,384,1,4,3,ACO,0.369816385,0.9105898
626,1,384,1,4,3,ACO_Local,0.44061264,1.3335552
627,2,384,1,4,3,ACO,0.739632771,2.2079604
628,2,384,1,4,3,ACO_Local,0.88122528,2.6457159
629,3,384,1,4,3,ACO,1.109449156,3.11248
630,3,384,1,4,3,ACO_Local,1.32183792,3.8834876
631,4,384,1,4,3,ACO,1.479265541,4.0777527
632,4,384,1,4,3,ACO_Local,1.762450559,5.1498667
633,5,384,1,4,3,ACO,1.849081926,5.1552553
634,5,384,1,4,3,ACO_Local,2.203063199,6.4285574
635,6,384,1,4,3,ACO,2.218898312,6.0556798
636,6,384,1,4,3,ACO_Local,2.643675839,7.6857616
637,7,384,1,4,3,ACO,2.588714697,7.2922164
638,7,384,1,4,3,ACO_Local,3.084288479,9.0011308
639,8,384,1,4,3,ACO,2.958531082,8.2784059
640,8,384,1,4,3,ACO_Local,3.524901119,10.2738247
641,1,750,1,5,3,ACO,0.405995639,1.7455249
642,1,750,1,5,3,ACO_Local,0.495225261,1.523228
643,2,750,1,5,3,ACO,0.811991279,3.0910582
644,2,750,1,5,3,ACO_Local,0.985677045,2.9235869
645,3,750,1,5,3,ACO,1.217986918,4.0722495
646,3,750,1,5,3,ACO_Local,1.476692819,4.3704155
647,4,750,1,5,3,ACO,1.621774805,5.006254
648,4,750,1,5,3,ACO_Local,1.967144603,5.7256295
649,5,750,1,5,3,ACO,2.026291748,6.3796446
650,5,750,1,5,3,ACO_Local,2.457596387,7.0728002
651,6,750,1,5,3,ACO,2.432287387,7.9467499
652,6,750,1,5,3,ACO_Local,2.94804817,8.5973953
653,7,750,1,5,3,ACO,2.838283027,9.3674445
654,7,750,1,5,3,ACO_Local,3.438499954,10.0530994
655,8,750,1,5,3,ACO,3.242070913,10.2619279
656,8,750,1,5,3,ACO_Local,3.928951738,11.4459773
657,1,1296,1,6,3,ACO,0.33789007,1.0957908
658,1,1296,1,6,3,ACO_Local,0.359300454,1.8764129
659,2,1296,1,6,3,ACO,0.67578014,2.2251265
660,2,1296,1,6,3,ACO_Local,0.709884453,3.7304529
661,3,1296,1,6,3,ACO,1.01367021,3.4995776
662,3,1296,1,6,3,ACO_Local,1.069184907,5.5073507
663,4,1296,1,6,3,ACO,1.351560279,4.5501269
664,4,1296,1,6,3,ACO_Local,1.419768905,7.0919364
665,5,1296,1,6,3,ACO,1.689450349,5.6507521
666,5,1296,1,6,3,ACO_Local,1.770352904,9.0028872
667,6,1296,1,6,3,ACO,2.027340419,6.7559106
668,6,1296,1,6,3,ACO_Local,2.120936902,10.4592221
669,7,1296,1,6,3,ACO,2.365230489,7.8117061
670,7,1296,1,6,3,ACO_Local,2.471520901,11.9684322
671,8,1296,1,6,3,ACO,2.703120559,8.8667874
672,8,1296,1,6,3,ACO_Local,2.822104899,13.5253487
673,1,96,2,1,3,ACO,0.288990026,1.1612863
674,1,96,2,1,3,ACO_Local,0.369311486,1.4330866
675,2,96,2,1,3,ACO,0.5762714,2.1995967
676,2,96,2,1,3,ACO_Local,0.738622973,2.9074523
677,3,96,2,1,3,ACO,0.865261426,3.6901342
678,3,96,2,1,3,ACO_Local,1.106432001,4.7010535
679,4,96,2,1,3,ACO,1.154251451,4.7671874
680,4,96,2,1,3,ACO_Local,1.475743487,6.3820617
681,5,96,2,1,3,ACO,1.441532826,5.747216
682,5,96,2,1,3,ACO_Local,1.845054973,7.8792831
683,6,96,2,1,3,ACO,1.730522851,7.2191912
684,6,96,2,1,3,ACO_Local,2.21436646,9.586793
685,7,96,2,1,3,ACO,2.017804226,8.4674326
686,7,96,2,1,3,ACO_Local,2.58357831,11.1308395
687,8,96,2,1,3,ACO,2.306794251,9.4073406
688,8,96,2,1,3,ACO_Local,2.952889796,12.5589604
689,1,768,2,2,3,ACO,0.449037144,1.0937056
690,1,768,2,2,3,ACO_Local,0.479216729,1.5717909
691,2,768,2,2,3,ACO,0.898074289,2.3306074
692,2,768,2,2,3,ACO_Local,0.958433458,3.268028
693,3,768,2,2,3,ACO,1.347111433,3.8964538
694,3,768,2,2,3,ACO_Local,1.437650186,4.7337879
695,4,768,2,2,3,ACO,1.796148577,5.5802942
696,4,768,2,2,3,ACO_Local,1.912881618,6.1476057
697,5,768,2,2,3,ACO,2.245185722,6.8179966
698,5,768,2,2,3,ACO_Local,2.388090263,7.8941342
699,6,768,2,2,3,ACO,2.694222866,8.3549687
700,6,768,2,2,3,ACO_Local,2.867306992,9.5395782
701,7,768,2,2,3,ACO,3.14326001,9.5538043
702,7,768,2,2,3,ACO_Local,3.346500933,10.9125745
703,8,768,2,2,3,ACO,3.592297155,10.7384899
704,8,768,2,2,3,ACO_Local,3.821732365,12.3496128
705,1,2592,2,3,3,ACO,0.399995383,1.2891972
706,1,2592,2,3,3,ACO_Local,0.487956419,1.5256372
707,2,2592,2,3,3,ACO,0.803039055,2.6032527
708,2,2592,2,3,3,ACO_Local,0.985660098,3.3291381
709,3,2592,2,3,3,ACO,1.203034438,3.671976
710,3,2592,2,3,3,ACO_Local,1.483363776,4.9593348
711,4,2592,2,3,3,ACO,1.60607811,4.8253866
712,4,2592,2,3,3,ACO_Local,1.981489178,6.5270658
713,5,2592,2,3,3,ACO,2.006073493,5.8682316
714,5,2592,2,3,3,ACO_Local,2.479192856,8.3580328
715,6,2592,2,3,3,ACO,2.409117164,7.3384342
716,6,2592,2,3,3,ACO_Local,2.976896534,10.5681562
717,7,2592,2,3,3,ACO,2.812160836,8.8573999
718,7,2592,2,3,3,ACO_Local,3.474486768,12.351132
719,8,2592,2,3,3,ACO,3.215204508,10.0582578
720,8,2592,2,3,3,ACO_Local,3.969169062,14.3878653
721,1,6144,2,4,3,ACO,0.437038388,1.2433087
722,1,6144,2,4,3,ACO_Local,0.480313422,1.8403728
723,2,6144,2,4,3,ACO,0.874076777,2.4406882
724,2,6144,2,4,3,ACO_Local,0.960626843,3.5551863
725,3,6144,2,4,3,ACO,1.311115165,3.5404308
726,3,6144,2,4,3,ACO_Local,1.440940265,5.2359131
727,4,6144,2,4,3,ACO,1.748153554,4.6610226
728,4,6144,2,4,3,ACO_Local,1.921253686,6.9516879
729,5,6144,2,4,3,ACO,2.185191942,5.8553509
730,5,6144,2,4,3,ACO_Local,2.401567108,8.7503514
731,6,6144,2,4,3,ACO,2.622230331,7.114943
732,6,6144,2,4,3,ACO_Local,2.88188053,10.4164788
733,7,6144,2,4,3,ACO,3.059268719,8.2038467
734,7,6144,2,4,3,ACO_Local,3.362193951,12.2722079
735,8,6144,2,4,3,ACO,3.496307108,9.4243903
736,8,6144,2,4,3,ACO_Local,3.842507373,14.1659721
737,1,12000,2,5,3,ACO,0.526689321,1.2610892
738,1,12000,2,5,3,ACO_Local,0.557668188,3.5114116
739,2,12000,2,5,3,ACO,1.053378641,2.6831142
740,2,12000,2,5,3,ACO_Local,1.118567354,5.4379154
741,3,12000,2,5,3,ACO,1.583501128,4.2546045
742,3,12000,2,5,3,ACO_Local,1.676709177,7.9289293
743,4,12000,2,5,3,ACO,2.110190449,5.9857301
744,4,12000,2,5,3,ACO_Local,2.229729572,9.8269907
745,5,12000,2,5,3,ACO,2.636879769,7.4350864
746,5,12000,2,5,3,ACO_Local,2.782580356,12.0726227
747,6,12000,2,5,3,ACO,3.167002256,8.8968048
748,6,12000,2,5,3,ACO_Local,3.335873082,14.0771124
749,7,12000,2,5,3,ACO,3.693691577,10.5670828
750,7,12000,2,5,3,ACO_Local,3.896964253,16.1304699
751,8,12000,2,5,3,ACO,4.220380897,11.9001689
752,8,12000,2,5,3,ACO_Local,4.451061373,18.1784512
753,1,20736,2,6,3,ACO,0.428961686,1.6645515
754,1,20736,2,6,3,ACO_Local,0.480854897,2.3215015
755,2,20736,2,6,3,ACO,0.861640848,2.9998335
756,2,20736,2,6,3,ACO_Local,0.95568458,4.3230452
757,3,20736,2,6,3,ACO,1.279409308,4.3398075
758,3,20736,2,6,3,ACO_Local,1.422492623,6.498505
759,4,20736,2,6,3,ACO,1.697177768,5.6402707
760,4,20736,2,6,3,ACO_Local,1.890403837,9.0914014
761,5,20736,2,6,3,ACO,2.115951352,7.2748122
762,5,20736,2,6,3,ACO_Local,2.366160773,11.3898667
763,6,20736,2,6,3,ACO,2.534206973,8.7223195
764,6,20736,2,6,3,ACO_Local,2.834248534,13.8991837
765,7,20736,2,6,3,ACO,2.959436359,11.1034229
766,7,20736,2,6,3,ACO_Local,3.302314673,16.6116867
767,8,20736,2,6,3,ACO,3.394718795,13.4873521
768,8,20736,2,6,3,ACO_Local,3.770380811,18.5161789
769,1,486,3,1,3,ACO,0.36007102,1.13696
770,1,486,3,1,3,ACO_Local,0.379414596,1.8626487
771,2,486,3,1,3,ACO,0.720142041,2.2356831
772,2,486,3,1,3,ACO_Local,0.758829193,3.6783179
773,3,486,3,1,3,ACO,1.080213061,3.2948607
774,3,486,3,1,3,ACO_Local,1.138243789,5.5557871
775,4,486,3,1,3,ACO,1.440284082,4.3389595
776,4,486,3,1,3,ACO_Local,1.516358712,7.2578225
777,5,486,3,1,3,ACO,1.800355102,5.5138343
778,5,486,3,1,3,ACO_Local,1.895773309,9.1846705
779,6,486,3,1,3,ACO,2.160426123,6.7234967
780,6,486,3,1,3,ACO_Local,2.275187905,11.0182755
781,7,486,3,1,3,ACO,2.520497143,7.7856827
782,7,486,3,1,3,ACO_Local,2.654602502,12.836348
783,8,486,3,1,3,ACO,2.880568164,8.924298
784,8,486,3,1,3,ACO_Local,3.034017098,14.5598668
785,1,3888,3,2,3,ACO,0.47716492,1.2127555
786,1,3888,3,2,3,ACO_Local,0.539416872,2.9463841
787,2,3888,3,2,3,ACO,0.939584918,2.4575288
788,2,3888,3,2,3,ACO_Local,1.079038793,5.439097
789,3,3888,3,2,3,ACO,1.416749838,3.8165834
790,3,3888,3,2,3,ACO_Local,1.618502763,7.5419737
791,4,3888,3,2,3,ACO,1.893914758,5.2519369
792,4,3888,3,2,3,ACO_Local,2.158264235,10.0162735
793,5,3888,3,2,3,ACO,2.371079678,6.987521
794,5,3888,3,2,3,ACO_Local,2.699077834,12.40385
795,6,3888,3,2,3,ACO,2.833499676,8.1842064
796,6,3888,3,2,3,ACO_Local,3.238541804,14.5154752
797,7,3888,3,2,3,ACO,3.295919675,9.6049155
798,7,3888,3,2,3,ACO_Local,3.77791289,17.4657738
799,8,3888,3,2,3,ACO,3.773084595,10.9979037
800,8,3888,3,2,3,ACO_Local,4.317316357,19.4039178
801,1,13122,3,3,3,ACO,0.483037528,1.3389421
802,1,13122,3,3,3,ACO_Local,0.52850298,3.0831388
803,2,13122,3,3,3,ACO,0.966075056,2.6076103
804,2,13122,3,3,3,ACO_Local,1.062088991,6.2125921
805,3,13122,3,3,3,ACO,1.449112584,4.2250028
806,3,13122,3,3,3,ACO_Local,1.595626489,8.7862838
807,4,13122,3,3,3,ACO,1.932150112,5.6475615
808,4,13122,3,3,3,ACO_Local,2.128066391,11.6881187
809,5,13122,3,3,3,ACO,2.41518764,7.3191459
810,5,13122,3,3,3,ACO_Local,2.661616606,14.5057247
811,6,13122,3,3,3,ACO,2.898225168,9.1701595
812,6,13122,3,3,3,ACO_Local,3.189044599,17.4026666
813,7,13122,3,3,3,ACO,3.381262696,10.5964886
814,7,13122,3,3,3,ACO_Local,3.714703741,19.9740004
815,8,13122,3,3,3,ACO,3.864300223,11.96793
816,8,13122,3,3,3,ACO_Local,4.247907378,22.6940849
817,1,31104,3,4,3,ACO,0.520224138,2.0517026
818,1,31104,3,4,3,ACO_Local,0.540549713,2.6579241
819,2,31104,3,4,3,ACO,1.029957716,3.5660606
820,2,31104,3,4,3,ACO_Local,1.081099426,5.1485775
821,3,31104,3,4,3,ACO,1.539691293,5.219403
822,3,31104,3,4,3,ACO_Local,1.621649138,7.8217082
823,4,31104,3,4,3,ACO,2.049424871,6.929634
824,4,31104,3,4,3,ACO_Local,2.161216899,10.3074177
825,5,31104,3,4,3,ACO,2.569649009,8.3610729
826,5,31104,3,4,3,ACO_Local,2.701766612,12.4697346
827,6,31104,3,4,3,ACO,3.089559668,10.2227444
828,6,31104,3,4,3,ACO_Local,3.242316325,15.0058827
829,7,31104,3,4,3,ACO,3.599293246,11.5575646
830,7,31104,3,4,3,ACO_Local,3.781884085,17.3927408
831,8,31104,3,4,3,ACO,4.109026824,12.9822704
832,8,31104,3,4,3,ACO_Local,4.321451846,19.7424251
833,1,60750,3,5,3,ACO,0.486018075,2.5948019
834,1,60750,3,5,3,ACO_Local,0.500605204,2.1521487
835,2,60750,3,5,3,ACO,0.977703963,6.6144974
836,2,60750,3,5,3,ACO_Local,1.006031745,4.4136113
837,3,60750,3,5,3,ACO,1.470251623,8.6456453
838,3,60750,3,5,3,ACO_Local,1.507960675,6.7063638
839,4,60750,3,5,3,ACO,1.953399975,12.2861518
840,4,60750,3,5,3,ACO_Local,2.010176001,9.2179169
841,5,60750,3,5,3,ACO,2.43766136,14.4214205
842,5,60750,3,5,3,ACO_Local,2.512104931,11.6455204
843,6,60750,3,5,3,ACO,2.93020902,17.6519211
844,6,60750,3,5,3,ACO_Local,3.01577569,14.177638
845,7,60750,3,5,3,ACO,3.422756681,19.7816211
846,7,60750,3,5,3,ACO_Local,3.517991016,16.4840256
847,8,60750,3,5,3,ACO,3.90682597,21.5896075
848,8,60750,3,5,3,ACO_Local,4.020206341,20.5434752
849,1,104976,3,6,3,ACO,0.567783369,2.3523078
850,1,104976,3,6,3,ACO_Local,0.592173693,3.3194775
851,2,104976,3,6,3,ACO,1.135624931,5.5748116
852,2,104976,3,6,3,ACO_Local,1.178752671,5.7177324
853,3,104976,3,6,3,ACO,1.70356405,8.3961461
854,3,104976,3,6,3,ACO_Local,1.778487678,8.4346836
855,4,104976,3,6,3,ACO,2.271503168,11.0059733
856,4,104976,3,6,3,ACO_Local,2.387558745,12.0652442
857,5,104976,3,6,3,ACO,2.83948022,14.8264059
858,5,104976,3,6,3,ACO_Local,2.97880239,14.9384079
859,6,104976,3,6,3,ACO,3.408131323,18.0426056
860,6,104976,3,6,3,ACO_Local,3.576796551,17.6920548
861,7,104976,3,6,3,ACO,3.976782426,21.7083853
862,7,104976,3,6,3,ACO_Local,4.18279541,22.4996067
863,8,104976,3,6,3,ACO,4.545433529,25.6342023
864,8,104976,3,6,3,ACO_Local,4.782676804,25.6598877
865,1,1536,4,1,3,ACO,0.415480552,1.5802392
866,1,1536,4,1,3,ACO_Local,0.427181126,2.920596
867,2,1536,4,1,3,ACO,0.830961104,3.2564758
868,2,1536,4,1,3,ACO_Local,0.854826208,6.3528632
869,3,1536,4,1,3,ACO,1.246441656,6.7457843
870,3,1536,4,1,3,ACO_Local,1.280777438,8.7628473
871,4,1536,4,1,3,ACO,1.661922209,8.456995
872,4,1536,4,1,3,ACO_Local,1.705264195,11.8677736
873,5,1536,4,1,3,ACO,2.077402761,10.4463623
874,5,1536,4,1,3,ACO_Local,2.133597084,15.6455472
875,6,1536,4,1,3,ACO,2.492883313,11.9931747
876,6,1536,4,1,3,ACO_Local,2.560204087,18.833526
877,7,1536,4,1,3,ACO,2.908363865,13.5665256
878,7,1536,4,1,3,ACO_Local,2.984713466,22.3112084
879,8,1536,4,1,3,ACO,3.323844417,15.6763073
880,8,1536,4,1,3,ACO_Local,3.410956009,25.113919
881,1,12288,4,2,3,ACO,0.46796324,3.9801565
882,1,12288,4,2,3,ACO_Local,0.556633626,5.1306596
883,2,12288,4,2,3,ACO,0.94660412,6.0308353
884,2,12288,4,2,3,ACO_Local,1.113303263,8.4216789
885,3,12288,4,2,3,ACO,1.422820001,9.1895357
886,3,12288,4,2,3,ACO_Local,1.671806859,12.6393975
887,4,12288,4,2,3,ACO,1.902297005,11.2790484
888,4,12288,4,2,3,ACO_Local,2.229961794,17.5836622
889,5,12288,4,2,3,ACO,2.384745425,13.6066095
890,5,12288,4,2,3,ACO_Local,2.789152571,20.859217
891,6,12288,4,2,3,ACO,2.876013784,16.6538399
892,6,12288,4,2,3,ACO_Local,3.350397768,25.8624024
893,7,12288,4,2,3,ACO,3.354721946,18.9767261
894,7,12288,4,2,3,ACO_Local,3.906551471,29.4189896
895,8,12288,4,2,3,ACO,3.835816499,22.9838047
896,8,12288,4,2,3,ACO_Local,4.458371495,33.8915494
897,1,41472,4,3,3,ACO,0.448290039,2.1592919
898,1,41472,4,3,3,ACO_Local,0.518326609,2.8655489
899,2,41472,4,3,3,ACO,0.897868456,5.7242308
900,2,41472,4,3,3,ACO_Local,1.038149656,5.5607182
901,3,41472,4,3,3,ACO,1.34158476,8.2337514
902,3,41472,4,3,3,ACO_Local,1.559634395,9.018924
903,4,41472,4,3,3,ACO,1.793820407,10.2957168
904,4,41472,4,3,3,ACO_Local,2.06039707,12.1777356
