TripInstance,Run,tripSize,avgTranspoprtations,avgAccommodations,destinations,algorithm,quality,time
905,5,41472,4,3,3,ACO,2.240804163,14.2389223
906,5,41472,4,3,3,ACO_Local,2.579393568,14.7075055
907,6,41472,4,3,3,ACO,2.711143797,16.8759231
908,6,41472,4,3,3,ACO_Local,3.079988412,17.6582095
909,7,41472,4,3,3,ACO,3.160908896,19.0833747
910,7,41472,4,3,3,ACO_Local,3.601201772,20.3659354
911,8,41472,4,3,3,ACO,3.607477804,22.1086931
912,8,41472,4,3,3,ACO_Local,4.121289758,23.1793625
913,1,98304,4,4,3,ACO,0.449790205,2.1911844
914,1,98304,4,4,3,ACO_Local,0.505851615,3.2940585
915,2,98304,4,4,3,ACO,0.908436926,4.9017712
916,2,98304,4,4,3,ACO_Local,1.011775258,6.2870427
917,3,98304,4,4,3,ACO,1.369845153,7.4854157
918,3,98304,4,4,3,ACO_Local,1.524790775,9.6738028
919,4,98304,4,4,3,ACO,1.83126246,10.5644843
920,4,98304,4,4,3,ACO_Local,2.029666647,12.8783003
921,5,98304,4,4,3,ACO,2.292699511,15.3743839
922,5,98304,4,4,3,ACO_Local,2.535476259,17.265199
923,6,98304,4,4,3,ACO,2.751346232,19.4778901
924,6,98304,4,4,3,ACO_Local,3.050756356,19.9763126
925,7,98304,4,4,3,ACO,3.20998863,22.9956448
926,7,98304,4,4,3,ACO_Local,3.556565967,22.6731642
927,8,98304,4,4,3,ACO,3.671425681,26.7710455
928,8,98304,4,4,3,ACO_Local,4.062375579,26.0752884
929,1,192000,4,5,3,ACO,0.58301106,1.9162316
930,1,192000,4,5,3,ACO_Local,0.62378872,3.7571052
931,2,192000,4,5,3,ACO,1.165711482,3.7922545
932,2,192000,4,5,3,ACO_Local,1.247191753,6.8485619
933,3,192000,4,5,3,ACO,1.748722542,5.6853524
934,3,192000,4,5,3,ACO_Local,1.871064038,10.2583553
935,4,192000,4,5,3,ACO,2.331733603,7.6659292
936,4,192000,4,5,3,ACO_Local,2.49832506,13.5995985
937,5,192000,4,5,3,ACO,2.914744663,9.9632283
938,5,192000,4,5,3,ACO_Local,3.122197345,17.041576
939,6,192000,4,5,3,ACO,3.497755723,12.1131913
940,6,192000,4,5,3,ACO_Local,3.750201618,21.0616162
941,7,192000,4,5,3,ACO,4.080766783,14.3114222
942,7,192000,4,5,3,ACO_Local,4.373906772,24.1592997
943,8,192000,4,5,3,ACO,4.663777843,16.4831633
944,8,192000,4,5,3,ACO_Local,5.00220979,28.1293738
945,1,331776,4,6,3,ACO,0.508890926,6.6450352
946,1,331776,4,6,3,ACO_Local,0.544352453,3.9110256
947,2,331776,4,6,3,ACO,1.017970466,13.426173
948,2,331776,4,6,3,ACO_Local,1.089988397,7.4405641
949,3,331776,4,6,3,ACO,1.537214872,16.5406646
950,3,331776,4,6,3,ACO_Local,1.641505265,11.217163
951,4,331776,4,6,3,ACO,2.056386885,19.9617206
952,4,331776,4,6,3,ACO_Local,2.193631984,14.4769941
953,5,331776,4,6,3,ACO,2.575948027,27.8555061
954,5,331776,4,6,3,ACO_Local,2.744061473,18.0204359
955,6,331776,4,6,3,ACO,3.084806317,31.2808859
956,6,331776,4,6,3,ACO_Local,3.278133713,21.2717075
957,7,331776,4,6,3,ACO,3.594860409,35.8352563
958,7,331776,4,6,3,ACO_Local,3.829696584,24.4626126
959,8,331776,4,6,3,ACO,4.101698487,42.326224
960,8,331776,4,6,3,ACO_Local,4.375067236,28.2029742
961,1,3750,5,1,3,ACO,0.519690343,1.9010382
962,1,3750,5,1,3,ACO_Local,0.536746093,2.5212155
963,2,3750,5,1,3,ACO,1.039380687,3.4600583
964,2,3750,5,1,3,ACO_Local,1.073492185,4.9246162
965,3,3750,5,1,3,ACO,1.55907103,6.2370557
966,3,3750,5,1,3,ACO_Local,1.610238278,7.3714106
967,4,3750,5,1,3,ACO,2.078761373,8.057883
968,4,3750,5,1,3,ACO_Local,2.146984371,9.7804757
969,5,3750,5,1,3,ACO,2.598451716,9.9543853
970,5,3750,5,1,3,ACO_Local,2.683730463,12.3291752
971,6,3750,5,1,3,ACO,3.11814206,11.6789245
972,6,3750,5,1,3,ACO_Local,3.220476556,15.1379711
973,7,3750,5,1,3,ACO,3.637977891,14.200007
974,7,3750,5,1,3,ACO_Local,3.757222649,17.7367106
975,8,3750,5,1,3,ACO,4.157668234,15.721716
976,8,3750,5,1,3,ACO_Local,4.293968741,20.1955386
977,1,30000,5,2,3,ACO,0.483228795,2.7423617
978,1,30000,5,2,3,ACO_Local,0.48785312,3.6666268
979,2,30000,5,2,3,ACO,0.956091044,5.3553945
980,2,30000,5,2,3,ACO_Local,0.982205091,7.3182634
981,3,30000,5,2,3,ACO,1.435270441,8.180573
982,3,30000,5,2,3,ACO_Local,1.476407337,11.0223659
983,4,30000,5,2,3,ACO,1.90813269,10.7810445
984,4,30000,5,2,3,ACO_Local,1.960168997,16.3567302
985,5,30000,5,2,3,ACO,2.381065109,14.6870253
986,5,30000,5,2,3,ACO_Local,2.453472047,20.178503
987,6,30000,5,2,3,ACO,2.853927358,17.8105764
988,6,30000,5,2,3,ACO_Local,2.947087704,23.3260811
989,7,30000,5,2,3,ACO,3.326789608,20.5988292
990,7,30000,5,2,3,ACO_Local,3.430819263,28.5590868
991,8,30000,5,2,3,ACO,3.799722026,23.362508
992,8,30000,5,2,3,ACO_Local,3.914735317,31.5605924
993,1,101250,5,3,3,ACO,0.50310378,2.0868973
994,1,101250,5,3,3,ACO_Local,0.541993679,3.1968437
995,2,101250,5,3,3,ACO,1.004778393,5.1938425
996,2,101250,5,3,3,ACO_Local,1.093275424,6.7209321
997,3,101250,5,3,3,ACO,1.506453007,7.0627953
998,3,101250,5,3,3,ACO_Local,1.631950385,10.1553071
999,4,101250,5,3,3,ACO,2.00812762,8.8986334
1000,4,101250,5,3,3,ACO_Local,2.176669373,13.5108042
1001,5,101250,5,3,3,ACO,2.5112314,11.0086186
1002,5,101250,5,3,3,ACO_Local,2.727625145,16.9432545
1003,6,101250,5,3,3,ACO,3.012906014,13.7153571
1004,6,101250,5,3,3,ACO_Local,3.271867059,20.1469664
1005,7,101250,5,3,3,ACO,3.514580627,16.2242828
1006,7,101250,5,3,3,ACO_Local,3.80399194,22.9896852
1007,8,101250,5,3,3,ACO,4.016255241,18.8553472
1008,8,101250,5,3,3,ACO_Local,4.345394411,26.8153863
1009,1,240000,5,4,3,ACO,0.507244651,2.4144417
1010,1,240000,5,4,3,ACO_Local,0.53570476,4.4798672
1011,2,240000,5,4,3,ACO,1.022749941,5.6610423
1012,2,240000,5,4,3,ACO_Local,1.07156303,10.1425431
1013,3,240000,5,4,3,ACO,1.531899439,10.231632
1014,3,240000,5,4,3,ACO_Local,1.610411199,15.8979271
1015,4,240000,5,4,3,ACO,2.051648823,15.6014698
1016,4,240000,5,4,3,ACO_Local,2.142622809,19.7541018
1017,5,240000,5,4,3,ACO,2.569686668,19.5150745
1018,5,240000,5,4,3,ACO_Local,2.681050087,23.4488165
1019,6,240000,5,4,3,ACO,3.085191959,25.8800249
1020,6,240000,5,4,3,ACO_Local,3.216571966,28.2531829
1021,7,240000,5,4,3,ACO,3.603251332,28.5063259
1022,7,240000,5,4,3,ACO_Local,3.750325601,32.4145214
1023,8,240000,5,4,3,ACO,4.106535983,32.7085898
1024,8,240000,5,4,3,ACO_Local,4.289265493,38.9859197
1025,1,468750,5,5,3,ACO,0.535400444,6.1659416
1026,1,468750,5,5,3,ACO_Local,0.560104759,3.2265339
1027,2,468750,5,5,3,ACO,1.070672676,9.8442352
1028,2,468750,5,5,3,ACO_Local,1.140685827,6.7605369
1029,3,468750,5,5,3,ACO,1.601064867,12.2668991
1030,3,468750,5,5,3,ACO_Local,1.69624169,12.5425796
1031,4,468750,5,5,3,ACO,2.136465311,18.1274887
1032,4,468750,5,5,3,ACO_Local,2.25328726,18.2890594
1033,5,468750,5,5,3,ACO,2.671865755,22.0040205
1034,5,468750,5,5,3,ACO_Local,2.811215267,23.7582862
1035,6,468750,5,5,3,ACO,3.208632075,25.2767311
1036,6,468750,5,5,3,ACO_Local,3.381898954,27.8913902
1037,7,468750,5,5,3,ACO,3.745420623,30.2667642
1038,7,468750,5,5,3,ACO_Local,3.940352211,31.5758879
1039,8,468750,5,5,3,ACO,4.282762471,35.5930475
1040,8,468750,5,5,3,ACO_Local,4.514109274,34.9667029
1041,1,810000,5,6,3,ACO,0.5430933,4.1285788
1042,1,810000,5,6,3,ACO_Local,0.598647607,6.2177738
1043,2,810000,5,6,3,ACO,1.103885467,8.6291832
1044,2,810000,5,6,3,ACO_Local,1.198851453,11.3764204
1045,3,810000,5,6,3,ACO,1.654240706,12.581274
1046,3,810000,5,6,3,ACO_Local,1.796385478,17.3067327
1047,4,810000,5,6,3,ACO,2.204662425,16.4925904
1048,4,810000,5,6,3,ACO_Local,2.395098356,21.3428258
1049,5,810000,5,6,3,ACO,2.758366929,25.1912102
1050,5,810000,5,6,3,ACO_Local,2.994144792,27.0341177
1051,6,810000,5,6,3,ACO,3.328247787,28.7840014
1052,6,810000,5,6,3,ACO_Local,3.589836535,31.8762275
1053,7,810000,5,6,3,ACO,3.888640921,31.4804335
1054,7,810000,5,6,3,ACO_Local,4.185113246,38.0248897
1055,8,810000,5,6,3,ACO,4.465859844,34.2713859
1056,8,810000,5,6,3,ACO_Local,4.779923709,44.9590879
1057,1,7776,6,1,3,ACO,0.465193063,3.1068066
1058,1,7776,6,1,3,ACO_Local,0.484464605,5.0359439
1059,2,7776,6,1,3,ACO,0.929512721,5.8397633
1060,2,7776,6,1,3,ACO_Local,0.968841995,8.8134767
1061,3,7776,6,1,3,ACO,1.393516196,8.7237954
1062,3,7776,6,1,3,ACO_Local,1.452073966,13.5981784
1063,4,7776,6,1,3,ACO,1.857329658,11.0139509
1064,4,7776,6,1,3,ACO_Local,1.936289982,17.9658648
1065,5,7776,6,1,3,ACO,2.321186218,14.1985638
1066,5,7776,6,1,3,ACO_Local,2.42074709,21.7017606
1067,6,7776,6,1,3,ACO,2.785505876,17.4010364
1068,6,7776,6,1,3,ACO_Local,2.904915585,26.7489658
1069,7,7776,6,1,3,ACO,3.250015547,21.0126956
1070,7,7776,6,1,3,ACO_Local,3.388046504,30.1696296
1071,8,7776,6,1,3,ACO,3.71406212,23.3101953
1072,8,7776,6,1,3,ACO_Local,3.873530376,33.9264526
1073,1,62208,6,2,3,ACO,0.541678368,6.0719472
1074,1,62208,6,2,3,ACO_Local,0.564423019,3.7624237
1075,2,62208,6,2,3,ACO,1.082258847,10.981988
1076,2,62208,6,2,3,ACO_Local,1.126336949,7.2539362
1077,3,62208,6,2,3,ACO,1.629629765,14.3556549
1078,3,62208,6,2,3,ACO_Local,1.692193035,11.291133
1079,4,62208,6,2,3,ACO,2.171287748,20.7209782
1080,4,62208,6,2,3,ACO_Local,2.240878805,16.0243412
1081,5,62208,6,2,3,ACO,2.706217581,24.4125943
1082,5,62208,6,2,3,ACO_Local,2.79322623,20.8939385
1083,6,62208,6,2,3,ACO,3.24458353,29.1351262
1084,6,62208,6,2,3,ACO_Local,3.349382273,25.1166917
1085,7,62208,6,2,3,ACO,3.776839158,32.3246
1086,7,62208,6,2,3,ACO_Local,3.91171802,29.6086241
1087,8,62208,6,2,3,ACO,4.317396553,36.9227242
1088,8,62208,6,2,3,ACO_Local,4.466897222,35.1294274
1089,1,209952,6,3,3,ACO,0.555048204,3.9281609
1090,1,209952,6,3,3,ACO_Local,0.580133603,6.9645358
1091,2,209952,6,3,3,ACO,1.110096408,7.5442008
1092,2,209952,6,3,3,ACO_Local,1.154586246,11.8355302
1093,3,209952,6,3,3,ACO,1.664294334,10.312989
1094,3,209952,6,3,3,ACO_Local,1.735278533,16.7823808
1095,4,209952,6,3,3,ACO,2.219342538,14.9314523
1096,4,209952,6,3,3,ACO_Local,2.30965093,24.3513185
1097,5,209952,6,3,3,ACO,2.773540465,19.2673437
1098,5,209952,6,3,3,ACO_Local,2.886849225,28.7111292
1099,6,209952,6,3,3,ACO,3.328588669,25.6669448
1100,6,209952,6,3,3,ACO_Local,3.466892147,33.5524167
1101,7,209952,6,3,3,ACO,3.883636873,29.6734833
1102,7,209952,6,3,3,ACO_Local,4.037561616,39.5803317
1103,8,209952,6,3,3,ACO,4.4378348,32.2596547
1104,8,209952,6,3,3,ACO_Local,4.607994478,43.2571273
1105,1,497664,6,4,3,ACO,0.563929812,4.7893907
1106,1,497664,6,4,3,ACO_Local,0.57361211,3.3837077
1107,2,497664,6,4,3,ACO,1.122585698,7.0908725
1108,2,497664,6,4,3,ACO_Local,1.146404176,8.1545438
1109,3,497664,6,4,3,ACO,1.678803622,11.1834385
1110,3,497664,6,4,3,ACO_Local,1.723699243,11.738471
1111,4,497664,6,4,3,ACO,2.233048198,13.9626708
1112,4,497664,6,4,3,ACO_Local,2.297311353,15.1565694
1113,5,497664,6,4,3,ACO,2.791208062,17.7959513
1114,5,497664,6,4,3,ACO_Local,2.878481133,18.5544164
1115,6,497664,6,4,3,ACO,3.349844817,20.1669604
1116,6,497664,6,4,3,ACO_Local,3.451102077,22.213992
1117,7,497664,6,4,3,ACO,3.911711448,23.4460505
1118,7,497664,6,4,3,ACO_Local,4.029443122,26.5718261
1119,8,497664,6,4,3,ACO,4.46957581,26.1745209
1120,8,497664,6,4,3,ACO_Local,4.603055232,32.0668704
1121,1,972000,6,5,3,ACO,0.529380818,2.7151257
1122,1,972000,6,5,3,ACO_Local,0.55783194,5.3454246
1123,2,972000,6,5,3,ACO,1.06575224,6.8292051
1124,2,972000,6,5,3,ACO_Local,1.118226639,11.1036386
1125,3,972000,6,5,3,ACO,1.596607059,11.8642338
1126,3,972000,6,5,3,ACO_Local,1.67863175,15.6093096
1127,4,972000,6,5,3,ACO,2.129969217,15.1303811
1128,4,972000,6,5,3,ACO_Local,2.242207813,20.0596448
1129,5,972000,6,5,3,ACO,2.659350035,18.6754445
1130,5,972000,6,5,3,ACO_Local,2.805847325,25.6689499
1131,6,972000,6,5,3,ACO,3.195829441,23.3702986
1132,6,972000,6,5,3,ACO_Local,3.371979815,29.6743013
1133,7,972000,6,5,3,ACO,3.725210259,27.3607153
1134,7,972000,6,5,3,ACO_Local,3.931323306,35.6830344
1135,8,972000,6,5,3,ACO,4.253288474,29.9590524
1136,8,972000,6,5,3,ACO_Local,4.489191964,39.3347039
1137,1,1679616,6,6,3,ACO,0.571760957,3.31941
1138,1,1679616,6,6,3,ACO_Local,0.577757493,5.5982388
1139,2,1679616,6,6,3,ACO,1.143335366,7.8035445
1140,2,1679616,6,6,3,ACO_Local,1.162454901,15.3274101
1141,3,1679616,6,6,3,ACO,1.714909775,13.649468
1142,3,1679616,6,6,3,ACO_Local,1.744303753,20.1481853
1143,4,1679616,6,6,3,ACO,2.286484183,17.895803
1144,4,1679616,6,6,3,ACO_Local,2.324176019,26.2896213
1145,5,1679616,6,6,3,ACO,2.858058592,21.628714
1146,5,1679616,6,6,3,ACO_Local,2.906438898,32.7351837
1147,6,1679616,6,6,3,ACO,3.429633001,24.3113985
1148,6,1679616,6,6,3,ACO_Local,3.487597615,38.6283975
1149,7,1679616,6,6,3,ACO,4.001207409,31.6979654
1150,7,1679616,6,6,3,ACO_Local,4.069862273,43.9552855
1151,8,1679616,6,6,3,ACO,4.572781818,35.8550344
1152,8,1679616,6,6,3,ACO_Local,4.654456064,48.2334053
1153,1,24,1,1,4,ACO,0.423228622,1.9023468
1154,1,24,1,1,4,ACO_Local,0.470678314,3.5529528
1155,2,24,1,1,4,ACO,0.846457244,3.7449108
1156,2,24,1,1,4,ACO_Local,0.941163526,7.8139642
1157,3,24,1,1,4,ACO,1.269685866,5.6310768
1158,3,24,1,1,4,ACO_Local,1.411648738,11.074264
1159,4,24,1,1,4,ACO,1.692914488,7.6738115
1160,4,24,1,1,4,ACO_Local,1.882399109,14.5666082
1161,5,24,1,1,4,ACO,2.11614311,9.3981467
1162,5,24,1,1,4,ACO_Local,2.332193205,18.4373704
1163,6,24,1,1,4,ACO,2.545190228,12.6092648
1164,6,24,1,1,4,ACO_Local,2.802678417,21.6359152
1165,7,24,1,1,4,ACO,2.968418851,14.4173132
1166,7,24,1,1,4,ACO_Local,3.273443543,25.1838099
1167,8,24,1,1,4,ACO,3.40124853,16.2945463
1168,8,24,1,1,4,ACO_Local,3.744783081,28.6041855
1169,1,384,1,2,4,ACO,0.474718545,2.0909059
1170,1,384,1,2,4,ACO_Local,0.523306882,4.53611
1171,2,384,1,2,4,ACO,0.949437091,4.5236666
1172,2,384,1,2,4,ACO_Local,1.071144949,8.7472537
1173,3,384,1,2,4,ACO,1.424200667,6.6598055
1174,3,384,1,2,4,ACO_Local,1.619954973,12.8729549
1175,4,384,1,2,4,ACO,1.898964244,10.0428397
1176,4,384,1,2,4,ACO_Local,2.16378941,16.2844999
1177,5,384,1,2,4,ACO,2.373328862,12.1351286
1178,5,384,1,2,4,ACO_Local,2.691128238,20.916795
1179,6,384,1,2,4,ACO,2.84769348,14.9872981
1180,6,384,1,2,4,ACO_Local,3.235778895,24.6073723
1181,7,384,1,2,4,ACO,3.322412025,17.1520662
1182,7,384,1,2,4,ACO_Local,3.784531651,28.8551741
1183,8,384,1,2,4,ACO,3.796776643,19.7263789
1184,8,384,1,2,4,ACO_Local,4.329076198,32.4286956
1185,1,1944,1,3,4,ACO,0.489668782,2.4229824
1186,1,1944,1,3,4,ACO_Local,0.516368062,4.0235113
1187,2,1944,1,3,4,ACO,0.979337565,4.9912239
1188,2,1944,1,3,4,ACO_Local,1.040812606,7.5006309
1189,3,1944,1,3,4,ACO,1.469006347,7.3897269
1190,3,1944,1,3,4,ACO_Local,1.556500891,11.7080846
1191,4,1944,1,3,4,ACO,1.958675129,9.7593595
1192,4,1944,1,3,4,ACO_Local,2.076036043,15.447514
1193,5,1944,1,3,4,ACO,2.448343912,12.3925822
1194,5,1944,1,3,4,ACO_Local,2.589408063,19.6507786
1195,6,1944,1,3,4,ACO,2.938012694,14.8106451
1196,6,1944,1,3,4,ACO_Local,3.109718647,23.0521249
1197,7,1944,1,3,4,ACO,3.427681476,16.9030182
1198,7,1944,1,3,4,ACO_Local,3.634313552,26.5694105
1199,8,1944,1,3,4,ACO,3.917350259,19.4466665
1200,8,1944,1,3,4,ACO_Local,4.153582553,30.5470413
1201,1,6144,1,4,4,ACO,0.506357814,3.5939141
1202,1,6144,1,4,4,ACO_Local,0.534847011,4.9093463
1203,2,6144,1,4,4,ACO,1.012715627,7.5119666
1204,2,6144,1,4,4,ACO_Local,1.050985616,9.3196528
1205,3,6144,1,4,4,ACO,1.519073441,13.4129347
1206,3,6144,1,4,4,ACO_Local,1.579727682,13.3589279
1207,4,6144,1,4,4,ACO,2.025431255,17.6553073
1208,4,6144,1,4,4,ACO_Local,2.114218421,17.3049463
1209,5,6144,1,4,4,ACO,2.531789068,21.8343182
1210,5,6144,1,4,4,ACO_Local,2.637756308,21.8946042
1211,6,6144,1,4,4,ACO,3.038146882,25.3043742
1212,6,6144,1,4,4,ACO_Local,3.171317637,25.7045132
1213,7,6144,1,4,4,ACO,3.544504696,28.1393485
1214,7,6144,1,4,4,ACO_Local,3.695610727,29.7994269
1215,8,6144,1,4,4,ACO,4.050862509,31.4762897
1216,8,6144,1,4,4,ACO_Local,4.230476548,35.5143657
1217,1,15000,1,5,4,ACO,0.522331061,2.5193609
1218,1,15000,1,5,4,ACO_Local,0.57319203,7.0054801
1219,2,15000,1,5,4,ACO,1.050130479,6.4414477
1220,2,15000,1,5,4,ACO_Local,1.143917055,12.8753968
1221,3,15000,1,5,4,ACO,1.575489467,10.5909177
1222,3,15000,1,5,4,ACO_Local,1.714241692,17.1931681
1223,4,15000,1,5,4,ACO,2.097158037,12.9504299
1224,4,15000,1,5,4,ACO_Local,2.287695936,23.3190485
1225,5,15000,1,5,4,ACO,2.619489098,15.6954814
1226,5,15000,1,5,4,ACO_Local,2.85820744,29.8737828
1227,6,15000,1,5,4,ACO,3.141157668,18.1511304
1228,6,15000,1,5,4,ACO_Local,3.431253986,33.967305
1229,7,15000,1,5,4,ACO,3.666698964,21.5469179
1230,7,15000,1,5,4,ACO_Local,4.001331007,38.6609545
1231,8,15000,1,5,4,ACO,4.188367534,23.8102698
1232,8,15000,1,5,4,ACO_Local,4.573853588,43.1018775
1233,1,31104,1,6,4,ACO,0.574526549,4.2319302
1234,1,31104,1,6,4,ACO_Local,0.586641797,6.594863
1235,2,31104,1,6,4,ACO,1.145883009,7.8760306
1236,2,31104,1,6,4,ACO_Local,1.173185565,11.7973553
1237,3,31104,1,6,4,ACO,1.711618492,12.2148645
1238,3,31104,1,6,4,ACO_Local,1.759479735,17.8564782
1239,4,31104,1,6,4,ACO,2.286253158,15.1516939
1240,4,31104,1,6,4,ACO_Local,2.345616433,22.8741155
1241,5,31104,1,6,4,ACO,2.85193707,19.1865973
1242,5,31104,1,6,4,ACO_Local,2.932532372,27.7792483
1243,6,31104,1,6,4,ACO,3.426700018,23.082246
1244,6,31104,1,6,4,ACO_Local,3.518863882,32.5707524
1245,7,31104,1,6,4,ACO,3.992554365,30.7947618
1246,7,31104,1,6,4,ACO_Local,4.105670189,39.5785464
1247,8,31104,1,6,4,ACO,4.55829742,35.6085011
1248,8,31104,1,6,4,ACO_Local,4.691892985,45.0620147
1249,1,768,2,1,4,ACO,0.445713619,10.6193382
1250,1,768,2,1,4,ACO_Local,0.495351251,7.0416429
1251,2,768,2,1,4,ACO,0.887076226,14.6635957
1252,2,768,2,1,4,ACO_Local,1.006481708,14.0611934
1253,3,768,2,1,4,ACO,1.336526502,22.0040162
1254,3,768,2,1,4,ACO_Local,1.516936964,22.0062899
1255,4,768,2,1,4,ACO,1.780608405,32.2831713
1256,4,768,2,1,4,ACO_Local,2.023148905,28.0667752
1257,5,768,2,1,4,ACO,2.226322025,36.6819368
1258,5,768,2,1,4,ACO_Local,2.533326346,34.9177721
1259,6,768,2,1,4,ACO,2.669898511,45.9666421
1260,6,768,2,1,4,ACO_Local,3.03419703,43.1355613
1261,7,768,2,1,4,ACO,3.113474997,52.7626453
1262,7,768,2,1,4,ACO_Local,3.538924189,48.8920323
1263,8,768,2,1,4,ACO,3.554837603,59.6400165
1264,8,768,2,1,4,ACO_Local,4.043549528,55.7067466
1265,1,12288,2,2,4,ACO,0.514464064,8.6316609
1266,1,12288,2,2,4,ACO_Local,0.538563486,12.4405441
1267,2,12288,2,2,4,ACO,1.030433219,14.0821034
1268,2,12288,2,2,4,ACO_Local,1.086500967,24.7929212
1269,3,12288,2,2,4,ACO,1.546206194,23.7632548
1270,3,12288,2,2,4,ACO_Local,1.626422932,32.9389556
1271,4,12288,2,2,4,ACO,2.062080632,31.4707429
1272,4,12288,2,2,4,ACO_Local,2.173410028,40.8300111
1273,5,12288,2,2,4,ACO,2.580462566,37.0116308
1274,5,12288,2,2,4,ACO_Local,2.714838304,48.0939373
1275,6,12288,2,2,4,ACO,3.09633395,46.4007964
1276,6,12288,2,2,4,ACO_Local,3.258260504,60.2279235
1277,7,12288,2,2,4,ACO,3.610997801,54.5500932
1278,7,12288,2,2,4,ACO_Local,3.803923929,71.9781387
1279,8,12288,2,2,4,ACO,4.12942705,64.9238383
1280,8,12288,2,2,4,ACO_Local,4.345707582,84.0282099
1281,1,62208,2,3,4,ACO,0.529949252,8.6120864
1282,1,62208,2,3,4,ACO_Local,0.596004835,7.443083
1283,2,62208,2,3,4,ACO,1.067686225,19.9130906
1284,2,62208,2,3,4,ACO_Local,1.191743333,15.6771338
1285,3,62208,2,3,4,ACO,1.597745785,25.3081798
1286,3,62208,2,3,4,ACO_Local,1.787463363,22.5172162
1287,4,62208,2,3,4,ACO,2.135498742,37.9141446
1288,4,62208,2,3,4,ACO_Local,2.383036261,28.6710604
1289,5,62208,2,3,4,ACO,2.673529243,51.5239402
1290,5,62208,2,3,4,ACO_Local,2.978294995,37.5418722
1291,6,62208,2,3,4,ACO,3.203508692,57.3069395
1292,6,62208,2,3,4,ACO_Local,3.573063944,45.0581473
1293,7,62208,2,3,4,ACO,3.733389614,64.0288671
1294,7,62208,2,3,4,ACO_Local,4.168826984,51.6534529
1295,8,62208,2,3,4,ACO,4.272969379,76.3508364
1296,8,62208,2,3,4,ACO_Local,4.764850492,58.155454
1297,1,196608,2,4,4,ACO,0.600538596,8.8339882
1298,1,196608,2,4,4,ACO_Local,0.62663916,10.3601352
1299,2,196608,2,4,4,ACO,1.20104669,20.7757235
1300,2,196608,2,4,4,ACO_Local,1.244952725,17.9717786
1301,3,196608,2,4,4,ACO,1.801543655,29.1565455
1302,3,196608,2,4,4,ACO_Local,1.866292,27.8068633
1303,4,196608,2,4,4,ACO,2.401975526,36.4602408
1304,4,196608,2,4,4,ACO_Local,2.492812764,40.0497704
1305,5,196608,2,4,4,ACO,3.002514122,45.9250741
1306,5,196608,2,4,4,ACO_Local,3.110641949,50.7958281
1307,6,196608,2,4,4,ACO,3.602664257,51.637666
1308,6,196608,2,4,4,ACO_Local,3.731465012,62.2573481
1309,7,196608,2,4,4,ACO,4.203042303,57.4121695
1310,7,196608,2,4,4,ACO_Local,4.347638887,71.697456
1311,8,196608,2,4,4,ACO,4.803580899,70.4045734
1312,8,196608,2,4,4,ACO_Local,4.974516467,81.9155146
1313,1,480000,2,5,4,ACO,0.565505899,8.5478237
1314,1,480000,2,5,4,ACO_Local,0.591723776,11.4164683
1315,2,480000,2,5,4,ACO,1.132813236,17.754913
1316,2,480000,2,5,4,ACO_Local,1.187172584,23.3421853
1317,3,480000,2,5,4,ACO,1.698319135,24.7695829
1318,3,480000,2,5,4,ACO_Local,1.778807476,30.9081429
1319,4,480000,2,5,4,ACO,2.263846246,32.8044367
1320,4,480000,2,5,4,ACO_Local,2.369937991,39.6274705
1321,5,480000,2,5,4,ACO,2.829352146,41.4156644
1322,5,480000,2,5,4,ACO_Local,2.966323925,48.8665259
1323,6,480000,2,5,4,ACO,3.394879257,50.3112533
1324,6,480000,2,5,4,ACO_Local,3.562206746,58.5081537
1325,7,480000,2,5,4,ACO,3.960406368,58.6573626
1326,7,480000,2,5,4,ACO_Local,4.152882729,69.0386826
1327,8,480000,2,5,4,ACO,4.525563642,64.3860002
