instance,run,size,avgTransportations,avgAccommodations,destinations,algorithm,quality,time
83,7,480000,2,5,4,ACO,0.565527111,8.3461093
83,7,480000,2,5,4,ACO_Local,0.590675983,10.5305289
83,8,480000,2,5,4,ACO,0.565157274,5.7286376
83,8,480000,2,5,4,ACO_Local,0.600369843,7.6504349
84,1,995328,2,6,4,ACO,0.531764826,12.3284822
84,1,995328,2,6,4,ACO_Local,0.56827001,12.1613967
84,2,995328,2,6,4,ACO,0.538046338,14.719006
84,2,995328,2,6,4,ACO_Local,0.572128521,10.4274803
84,3,995328,2,6,4,ACO,0.537215712,12.4141676
84,3,995328,2,6,4,ACO_Local,0.574283975,9.4665908
84,4,995328,2,6,4,ACO,0.534339189,18.1669328
84,4,995328,2,6,4,ACO_Local,0.575089848,10.2019351
84,5,995328,2,6,4,ACO,0.536606978,13.669347
84,5,995328,2,6,4,ACO_Local,0.581270213,12.1266672
84,6,995328,2,6,4,ACO,0.530608148,8.9787038
84,6,995328,2,6,4,ACO_Local,0.581787785,8.6340313
84,7,995328,2,6,4,ACO,0.53719187,11.9102811
84,7,995328,2,6,4,ACO_Local,0.574016162,8.5018125
84,8,995328,2,6,4,ACO,0.538100927,7.8667082
84,8,995328,2,6,4,ACO_Local,0.568439684,8.9419264
85,1,5832,3,1,4,ACO,0.435210514,5.7237023
85,1,5832,3,1,4,ACO_Local,0.467128765,12.6319295
85,2,5832,3,1,4,ACO,0.439986063,9.6757735
85,2,5832,3,1,4,ACO_Local,0.465461824,16.3021335
85,3,5832,3,1,4,ACO,0.439986064,8.2805876
85,3,5832,3,1,4,ACO_Local,0.470148756,10.6674843
85,4,5832,3,1,4,ACO,0.439986063,8.3684129
85,4,5832,3,1,4,ACO_Local,0.465505641,12.5387519
85,5,5832,3,1,4,ACO,0.432259227,6.568162
85,5,5832,3,1,4,ACO_Local,0.465878518,14.7583359
85,6,5832,3,1,4,ACO,0.439986064,11.0696264
85,6,5832,3,1,4,ACO_Local,0.475272975,13.0228514
85,7,5832,3,1,4,ACO,0.439986063,7.8957544
85,7,5832,3,1,4,ACO_Local,0.465757273,11.859869
85,8,5832,3,1,4,ACO,0.439986063,6.9980174
85,8,5832,3,1,4,ACO_Local,0.47547696,12.751064
86,1,93312,3,2,4,ACO,0.556842057,13.9442048
86,1,93312,3,2,4,ACO_Local,0.575090029,13.5694351
86,2,93312,3,2,4,ACO,0.556713473,19.2946867
86,2,93312,3,2,4,ACO_Local,0.57433033,13.2180654
86,3,93312,3,2,4,ACO,0.555897522,12.6358654
86,3,93312,3,2,4,ACO_Local,0.574275601,13.2514303
86,4,93312,3,2,4,ACO,0.555873702,16.9742761
86,4,93312,3,2,4,ACO_Local,0.574433669,12.0648639
86,5,93312,3,2,4,ACO,0.558071681,18.9200123
86,5,93312,3,2,4,ACO_Local,0.571641115,18.8945386
86,6,93312,3,2,4,ACO,0.555991185,17.2172585
86,6,93312,3,2,4,ACO_Local,0.579493796,13.155985
86,7,93312,3,2,4,ACO,0.556824532,19.9780598
86,7,93312,3,2,4,ACO_Local,0.574761736,12.6718235
86,8,93312,3,2,4,ACO,0.556877531,17.8575213
86,8,93312,3,2,4,ACO_Local,0.571986934,12.9427
87,1,472392,3,3,4,ACO,0.586554119,20.2308042
87,1,472392,3,3,4,ACO_Local,0.645971567,11.8521212
87,2,472392,3,3,4,ACO,0.584889253,11.8014867
87,2,472392,3,3,4,ACO_Local,0.646528116,12.7911709
87,3,472392,3,3,4,ACO,0.578057635,17.4986369
87,3,472392,3,3,4,ACO_Local,0.642375858,10.1837115
87,4,472392,3,3,4,ACO,0.571021127,16.372901
87,4,472392,3,3,4,ACO_Local,0.643940282,9.7064101
87,5,472392,3,3,4,ACO,0.583040661,28.7129849
87,5,472392,3,3,4,ACO_Local,0.648444129,12.5509083
87,6,472392,3,3,4,ACO,0.57336456,24.7719206
87,6,472392,3,3,4,ACO_Local,0.649663284,10.0004755
87,7,472392,3,3,4,ACO,0.586793361,16.156892
87,7,472392,3,3,4,ACO_Local,0.644552152,10.3692083
87,8,472392,3,3,4,ACO,0.578159983,18.3363755
87,8,472392,3,3,4,ACO_Local,0.651789089,14.1221548
88,1,1492992,3,4,4,ACO,0.572070509,16.9129572
88,1,1492992,3,4,4,ACO_Local,0.594413169,11.3247913
88,2,1492992,3,4,4,ACO,0.57026618,18.3151178
88,2,1492992,3,4,4,ACO_Local,0.596611419,11.4355267
88,3,1492992,3,4,4,ACO,0.571072418,15.5870596
88,3,1492992,3,4,4,ACO_Local,0.588919274,11.0793859
88,4,1492992,3,4,4,ACO,0.57365206,25.6464224
88,4,1492992,3,4,4,ACO_Local,0.592332539,10.1967534
88,5,1492992,3,4,4,ACO,0.571884776,18.8890512
88,5,1492992,3,4,4,ACO_Local,0.585899027,9.6971689
88,6,1492992,3,4,4,ACO,0.572720826,14.8293009
88,6,1492992,3,4,4,ACO_Local,0.593747036,14.5490797
88,7,1492992,3,4,4,ACO,0.570155544,15.273169
88,7,1492992,3,4,4,ACO_Local,0.587509382,11.8829407
88,8,1492992,3,4,4,ACO,0.573011638,14.9931723
88,8,1492992,3,4,4,ACO_Local,0.590865982,20.8195953
89,1,3645000,3,5,4,ACO,0.561335303,19.4315108
89,1,3645000,3,5,4,ACO_Local,0.618151105,11.5199724
89,2,3645000,3,5,4,ACO,0.564983541,21.7760156
89,2,3645000,3,5,4,ACO_Local,0.617653539,13.8208385
89,3,3645000,3,5,4,ACO,0.564944189,29.1195424
89,3,3645000,3,5,4,ACO_Local,0.621999766,11.4872323
89,4,3645000,3,5,4,ACO,0.564380897,24.7829334
89,4,3645000,3,5,4,ACO_Local,0.62262023,11.6988863
89,5,3645000,3,5,4,ACO,0.564974771,18.4239023
89,5,3645000,3,5,4,ACO_Local,0.623062325,13.0236203
89,6,3645000,3,5,4,ACO,0.565081088,23.893877
89,6,3645000,3,5,4,ACO_Local,0.619787133,10.9539391
89,7,3645000,3,5,4,ACO,0.564780356,22.8653333
89,7,3645000,3,5,4,ACO_Local,0.622042984,16.0569086
89,8,3645000,3,5,4,ACO,0.564687844,19.4547997
89,8,3645000,3,5,4,ACO_Local,0.620394703,11.2415481
90,1,7558272,3,6,4,ACO,0.6154368,14.5317045
90,1,7558272,3,6,4,ACO_Local,0.663215983,20.9315088
90,2,7558272,3,6,4,ACO,0.615902408,18.6945304
90,2,7558272,3,6,4,ACO_Local,0.665628951,16.7519133
90,3,7558272,3,6,4,ACO,0.615617889,16.4430988
90,3,7558272,3,6,4,ACO_Local,0.666648101,9.9701383
90,4,7558272,3,6,4,ACO,0.613414043,10.1553606
90,4,7558272,3,6,4,ACO_Local,0.652175754,10.6319346
90,5,7558272,3,6,4,ACO,0.613137569,8.2273913
90,5,7558272,3,6,4,ACO_Local,0.665146073,13.513622
90,6,7558272,3,6,4,ACO,0.614968903,17.7603018
90,6,7558272,3,6,4,ACO_Local,0.663787312,10.8279752
90,7,7558272,3,6,4,ACO,0.615758979,18.279634
90,7,7558272,3,6,4,ACO_Local,0.664518533,12.9772759
90,8,7558272,3,6,4,ACO,0.614830877,11.4132658
90,8,7558272,3,6,4,ACO_Local,0.664218391,12.1990071
91,1,24576,4,1,4,ACO,0.505154666,8.5971329
91,1,24576,4,1,4,ACO_Local,0.543882395,12.5374421
91,2,24576,4,1,4,ACO,0.505154666,14.4028973
91,2,24576,4,1,4,ACO_Local,0.532995417,16.2680208
91,3,24576,4,1,4,ACO,0.505016123,8.4248619
91,3,24576,4,1,4,ACO_Local,0.537395856,14.8327887
91,4,24576,4,1,4,ACO,0.508725091,10.8992759
91,4,24576,4,1,4,ACO_Local,0.535829456,13.1229297
91,5,24576,4,1,4,ACO,0.505036257,11.8855078
91,5,24576,4,1,4,ACO_Local,0.532515639,18.6047538
91,6,24576,4,1,4,ACO,0.508089711,8.6150935
91,6,24576,4,1,4,ACO_Local,0.525382533,13.3738636
91,7,24576,4,1,4,ACO,0.500281963,7.2362608
91,7,24576,4,1,4,ACO_Local,0.542410964,18.4161566
91,8,24576,4,1,4,ACO,0.502802707,9.840422
91,8,24576,4,1,4,ACO_Local,0.539633695,14.7301382
92,1,393216,4,2,4,ACO,0.543762469,37.028323
92,1,393216,4,2,4,ACO_Local,0.555274668,24.7670079
92,2,393216,4,2,4,ACO,0.541748661,32.5559471
92,2,393216,4,2,4,ACO_Local,0.556623896,30.2824286
92,3,393216,4,2,4,ACO,0.53339988,16.3316852
92,3,393216,4,2,4,ACO_Local,0.563238423,26.3763704
92,4,393216,4,2,4,ACO,0.543400489,28.8706364
92,4,393216,4,2,4,ACO_Local,0.559529487,27.0195253
92,5,393216,4,2,4,ACO,0.54356106,35.8879269
92,5,393216,4,2,4,ACO_Local,0.55924954,22.5029111
92,6,393216,4,2,4,ACO,0.540986687,29.2227908
92,6,393216,4,2,4,ACO_Local,0.568312833,19.3053742
92,7,393216,4,2,4,ACO,0.5410723,33.501821
92,7,393216,4,2,4,ACO_Local,0.561628841,25.3135107
92,8,393216,4,2,4,ACO,0.540614354,21.5136678
92,8,393216,4,2,4,ACO_Local,0.559599887,23.5162789
93,1,1990656,4,3,4,ACO,0.575120061,11.259814
93,1,1990656,4,3,4,ACO_Local,0.611468392,18.2437474
93,2,1990656,4,3,4,ACO,0.577929252,16.0208039
93,2,1990656,4,3,4,ACO_Local,0.612951372,15.3266139
93,3,1990656,4,3,4,ACO,0.579516764,23.7850716
93,3,1990656,4,3,4,ACO_Local,0.612343484,16.3929147
93,4,1990656,4,3,4,ACO,0.580485856,21.2259395
93,4,1990656,4,3,4,ACO_Local,0.611982445,14.6470579
93,5,1990656,4,3,4,ACO,0.579419452,18.0165815
93,5,1990656,4,3,4,ACO_Local,0.610573426,23.0355483
93,6,1990656,4,3,4,ACO,0.579629155,17.4721822
93,6,1990656,4,3,4,ACO_Local,0.612695032,20.0257529
93,7,1990656,4,3,4,ACO,0.579720236,30.9243823
93,7,1990656,4,3,4,ACO_Local,0.610176877,19.1269533
93,8,1990656,4,3,4,ACO,0.577943206,15.3676894
93,8,1990656,4,3,4,ACO_Local,0.61550513,17.6330597
94,1,6291456,4,4,4,ACO,0.549799709,25.1807073
94,1,6291456,4,4,4,ACO_Local,0.577015796,11.0288511
94,2,6291456,4,4,4,ACO,0.553770402,40.6459332
94,2,6291456,4,4,4,ACO_Local,0.573214249,12.1685873
94,3,6291456,4,4,4,ACO,0.555035865,22.3904553
94,3,6291456,4,4,4,ACO_Local,0.574383999,18.5102647
94,4,6291456,4,4,4,ACO,0.55328118,22.1437204
94,4,6291456,4,4,4,ACO_Local,0.571080108,21.7821799
94,5,6291456,4,4,4,ACO,0.555024572,24.3502898
94,5,6291456,4,4,4,ACO_Local,0.578524676,15.9403848
94,6,6291456,4,4,4,ACO,0.554896651,23.2413834
94,6,6291456,4,4,4,ACO_Local,0.571302736,16.8927425
94,7,6291456,4,4,4,ACO,0.553160003,20.4431266
94,7,6291456,4,4,4,ACO_Local,0.580147209,15.8951065
94,8,6291456,4,4,4,ACO,0.548391413,21.2954394
94,8,6291456,4,4,4,ACO_Local,0.571611096,15.5319927
95,1,15360000,4,5,4,ACO,0.625934065,48.8406495
95,1,15360000,4,5,4,ACO_Local,0.647039031,14.9423237
95,2,15360000,4,5,4,ACO,0.629272914,37.7726377
95,2,15360000,4,5,4,ACO_Local,0.648440359,21.3421998
95,3,15360000,4,5,4,ACO,0.62504272,31.3896488
95,3,15360000,4,5,4,ACO_Local,0.64853357,18.9009044
95,4,15360000,4,5,4,ACO,0.627718488,60.9259534
95,4,15360000,4,5,4,ACO_Local,0.643370331,19.0059539
95,5,15360000,4,5,4,ACO,0.627437279,27.6676532
95,5,15360000,4,5,4,ACO_Local,0.640518118,24.5842008
95,6,15360000,4,5,4,ACO,0.627127609,31.4769528
95,6,15360000,4,5,4,ACO_Local,0.640163283,18.9641189
95,7,15360000,4,5,4,ACO,0.624615654,38.011588
95,7,15360000,4,5,4,ACO_Local,0.640313182,18.1568
95,8,15360000,4,5,4,ACO,0.627197884,36.8593234
95,8,15360000,4,5,4,ACO_Local,0.646915955,18.3925358
96,1,31850496,4,6,4,ACO,0.579530683,42.0523612
96,1,31850496,4,6,4,ACO_Local,0.604718655,36.1839039
96,2,31850496,4,6,4,ACO,0.581667881,29.8786883
96,2,31850496,4,6,4,ACO_Local,0.606866019,25.3243059
96,3,31850496,4,6,4,ACO,0.585232432,31.8329384
96,3,31850496,4,6,4,ACO_Local,0.605280255,20.7875664
96,4,31850496,4,6,4,ACO,0.579326549,34.3125135
96,4,31850496,4,6,4,ACO_Local,0.605823823,37.8716444
96,5,31850496,4,6,4,ACO,0.575323905,26.9118308
96,5,31850496,4,6,4,ACO_Local,0.604546436,25.3940077
96,6,31850496,4,6,4,ACO,0.578651183,24.4536814
96,6,31850496,4,6,4,ACO_Local,0.605321141,25.9349218
96,7,31850496,4,6,4,ACO,0.581640358,31.8146309
96,7,31850496,4,6,4,ACO_Local,0.607596728,22.5729776
96,8,31850496,4,6,4,ACO,0.57420128,25.2525943
96,8,31850496,4,6,4,ACO_Local,0.604732472,39.5406784
97,1,75000,5,1,4,ACO,0.552693844,17.6468616
97,1,75000,5,1,4,ACO_Local,0.567858983,30.2850816
97,2,75000,5,1,4,ACO,0.552648008,17.9730736
97,2,75000,5,1,4,ACO_Local,0.567529712,30.040555
97,3,75000,5,1,4,ACO,0.552849334,22.4736742
97,3,75000,5,1,4,ACO_Local,0.567734513,30.2171054
97,4,75000,5,1,4,ACO,0.555151269,21.1222177
97,4,75000,5,1,4,ACO_Local,0.567757444,24.3939795
97,5,75000,5,1,4,ACO,0.557232049,11.3916784
97,5,75000,5,1,4,ACO_Local,0.567765696,22.3588707
97,6,75000,5,1,4,ACO,0.555000816,28.8285953
97,6,75000,5,1,4,ACO_Local,0.568212137,20.9814766
97,7,75000,5,1,4,ACO,0.558681805,24.3494585
97,7,75000,5,1,4,ACO_Local,0.565706526,24.6572771
97,8,75000,5,1,4,ACO,0.550000737,19.7938355
97,8,75000,5,1,4,ACO_Local,0.56773056,24.5007421
98,1,1200000,5,2,4,ACO,0.516131834,27.208832
98,1,1200000,5,2,4,ACO_Local,0.532519469,17.8518175
98,2,1200000,5,2,4,ACO,0.516013369,16.0793782
98,2,1200000,5,2,4,ACO_Local,0.534573902,23.5401357
98,3,1200000,5,2,4,ACO,0.514185024,18.0053946
98,3,1200000,5,2,4,ACO_Local,0.536997048,33.5938936
98,4,1200000,5,2,4,ACO,0.514193505,14.2697274
98,4,1200000,5,2,4,ACO_Local,0.532346003,23.2140448
98,5,1200000,5,2,4,ACO,0.516126749,18.3083821
98,5,1200000,5,2,4,ACO_Local,0.535288914,20.4043885
98,6,1200000,5,2,4,ACO,0.516190531,18.0847604
98,6,1200000,5,2,4,ACO_Local,0.529120426,22.002641
98,7,1200000,5,2,4,ACO,0.515993237,19.8318248
98,7,1200000,5,2,4,ACO_Local,0.531202276,17.3856154
98,8,1200000,5,2,4,ACO,0.516196886,22.0206136
98,8,1200000,5,2,4,ACO_Local,0.537455927,22.8100809
99,1,6075000,5,3,4,ACO,0.592115257,33.6724371
99,1,6075000,5,3,4,ACO_Local,0.620915873,24.635153
99,2,6075000,5,3,4,ACO,0.595481359,30.2658377
99,2,6075000,5,3,4,ACO_Local,0.624640326,27.803394
99,3,6075000,5,3,4,ACO,0.595788513,51.2283889
99,3,6075000,5,3,4,ACO_Local,0.619572715,20.6476198
99,4,6075000,5,3,4,ACO,0.588093372,38.2146089
99,4,6075000,5,3,4,ACO_Local,0.626090725,25.0413577
99,5,6075000,5,3,4,ACO,0.597592021,53.3220951
99,5,6075000,5,3,4,ACO_Local,0.626766788,26.8291872
99,6,6075000,5,3,4,ACO,0.590546371,40.4782054
99,6,6075000,5,3,4,ACO_Local,0.627043053,30.1126836
99,7,6075000,5,3,4,ACO,0.583411744,23.6568327
99,7,6075000,5,3,4,ACO_Local,0.619939185,24.990873
99,8,6075000,5,3,4,ACO,0.594694444,32.3193719
99,8,6075000,5,3,4,ACO_Local,0.628894186,29.1944652
100,1,19200000,5,4,4,ACO,0.62725424,22.4626857
100,1,19200000,5,4,4,ACO_Local,0.652905906,36.6982025
100,2,19200000,5,4,4,ACO,0.63098713,36.5334574
100,2,19200000,5,4,4,ACO_Local,0.65291692,19.7415487
100,3,19200000,5,4,4,ACO,0.633302916,34.2229533
100,3,19200000,5,4,4,ACO_Local,0.654233158,31.6404338
100,4,19200000,5,4,4,ACO,0.628785373,26.8962859
100,4,19200000,5,4,4,ACO_Local,0.65341115,34.507763
100,5,19200000,5,4,4,ACO,0.632888604,26.7527639
100,5,19200000,5,4,4,ACO_Local,0.655634121,26.1007441
100,6,19200000,5,4,4,ACO,0.62442168,31.3072562
100,6,19200000,5,4,4,ACO_Local,0.651460543,16.7419943
100,7,19200000,5,4,4,ACO,0.628306019,35.2945512
100,7,19200000,5,4,4,ACO_Local,0.653467854,20.6166523
100,8,19200000,5,4,4,ACO,0.631746037,26.9508203
100,8,19200000,5,4,4,ACO_Local,0.65273651,29.9447479
101,1,46875000,5,5,4,ACO,0.594049566,62.3874713
101,1,46875000,5,5,4,ACO_Local,0.606067567,19.4630004
101,2,46875000,5,5,4,ACO,0.585453946,39.7428085
101,2,46875000,5,5,4,ACO_Local,0.601746225,17.3645518
101,3,46875000,5,5,4,ACO,0.594090643,42.329627
101,3,46875000,5,5,4,ACO_Local,0.602020358,23.5343486
101,4,46875000,5,5,4,ACO,0.596098742,49.0009604
101,4,46875000,5,5,4,ACO_Local,0.601133118,24.1698903
101,5,46875000,5,5,4,ACO,0.589036394,40.5122626
101,5,46875000,5,5,4,ACO_Local,0.605562827,25.123859
101,6,46875000,5,5,4,ACO,0.5986092,67.4444946
101,6,46875000,5,5,4,ACO_Local,0.607002414,23.5107038
101,7,46875000,5,5,4,ACO,0.583729912,49.9321246
101,7,46875000,5,5,4,ACO_Local,0.601745719,33.8357736
101,8,46875000,5,5,4,ACO,0.595879644,70.3420506
101,8,46875000,5,5,4,ACO_Local,0.602224016,23.723267
102,1,97200000,5,6,4,ACO,0.606699435,32.2308051
102,1,97200000,5,6,4,ACO_Local,0.646388589,23.5274966
102,2,97200000,5,6,4,ACO,0.612395997,57.9593191
102,2,97200000,5,6,4,ACO_Local,0.646137714,17.88694
102,3,97200000,5,6,4,ACO,0.607090515,56.6726727
102,3,97200000,5,6,4,ACO_Local,0.648301287,18.3142501
102,4,97200000,5,6,4,ACO,0.605375966,50.8568709
102,4,97200000,5,6,4,ACO_Local,0.634747295,20.586954
102,5,97200000,5,6,4,ACO,0.612370123,42.6828243
102,5,97200000,5,6,4,ACO_Local,0.638841564,20.398349
102,6,97200000,5,6,4,ACO,0.605551653,38.0208501
102,6,97200000,5,6,4,ACO_Local,0.653860552,16.3778893
102,7,97200000,5,6,4,ACO,0.607305415,63.3175784
102,7,97200000,5,6,4,ACO_Local,0.632630523,20.4259498
102,8,97200000,5,6,4,ACO,0.610955587,59.4905593
102,8,97200000,5,6,4,ACO_Local,0.645588819,22.9704782
103,1,186624,6,1,4,ACO,0.472474688,26.9537787
103,1,186624,6,1,4,ACO_Local,0.505377977,39.9032905
103,2,186624,6,1,4,ACO,0.476503679,25.0520092
103,2,186624,6,1,4,ACO_Local,0.512237891,28.7212507
103,3,186624,6,1,4,ACO,0.471779349,34.1659783
103,3,186624,6,1,4,ACO_Local,0.503441943,24.7879962
103,4,186624,6,1,4,ACO,0.475496553,37.5581917
103,4,186624,6,1,4,ACO_Local,0.510693308,32.0178528
103,5,186624,6,1,4,ACO,0.474009933,30.2447639
103,5,186624,6,1,4,ACO_Local,0.506450605,37.846606
103,6,186624,6,1,4,ACO,0.473222433,36.4154561
103,6,186624,6,1,4,ACO_Local,0.510192326,37.3334372
103,7,186624,6,1,4,ACO,0.478746745,33.7760725
103,7,186624,6,1,4,ACO_Local,0.511600481,26.9558754
103,8,186624,6,1,4,ACO,0.476720536,41.6423715
103,8,186624,6,1,4,ACO_Local,0.507261848,28.7656455
104,1,2985984,6,2,4,ACO,0.580093712,29.6582705
104,1,2985984,6,2,4,ACO_Local,0.611292912,24.4625976
104,2,2985984,6,2,4,ACO,0.579230092,52.2500319
104,2,2985984,6,2,4,ACO_Local,0.61144514,25.4382409
104,3,2985984,6,2,4,ACO,0.579277928,54.8444464
104,3,2985984,6,2,4,ACO_Local,0.605097233,21.3398367
104,4,2985984,6,2,4,ACO,0.58113262,37.9989976
104,4,2985984,6,2,4,ACO_Local,0.607918998,23.2404255
104,5,2985984,6,2,4,ACO,0.57817347,36.077474
104,5,2985984,6,2,4,ACO_Local,0.610752825,21.8894604
104,6,2985984,6,2,4,ACO,0.57944416,39.2336275
104,6,2985984,6,2,4,ACO_Local,0.61628292,27.6447872
104,7,2985984,6,2,4,ACO,0.580998425,41.9306005
104,7,2985984,6,2,4,ACO_Local,0.609882517,24.9570313
104,8,2985984,6,2,4,ACO,0.58117721,31.6527048
104,8,2985984,6,2,4,ACO_Local,0.615249211,27.013021
105,1,15116544,6,3,4,ACO,0.621609576,37.0127148
105,1,15116544,6,3,4,ACO_Local,0.649031532,23.9495618
105,2,15116544,6,3,4,ACO,0.620422634,29.0388235
105,2,15116544,6,3,4,ACO_Local,0.65191724,26.5346094
105,3,15116544,6,3,4,ACO,0.622579059,42.7074184
105,3,15116544,6,3,4,ACO_Local,0.650711763,25.2332417
105,4,15116544,6,3,4,ACO,0.621743593,37.032471
105,4,15116544,6,3,4,ACO_Local,0.651174649,25.3313961
105,5,15116544,6,3,4,ACO,0.62074391,34.9072808
105,5,15116544,6,3,4,ACO_Local,0.645835481,24.4526051
105,6,15116544,6,3,4,ACO,0.622156594,25.6526436
105,6,15116544,6,3,4,ACO_Local,0.648438358,24.7152604
105,7,15116544,6,3,4,ACO,0.631760042,25.519493
105,7,15116544,6,3,4,ACO_Local,0.648763071,27.1799051
105,8,15116544,6,3,4,ACO,0.623322683,41.7941306
105,8,15116544,6,3,4,ACO_Local,0.647339181,34.1377237
106,1,47775744,6,4,4,ACO,0.652144604,42.4390144
106,1,47775744,6,4,4,ACO_Local,0.664742781,20.0149868
106,2,47775744,6,4,4,ACO,0.649325015,37.8397771
106,2,47775744,6,4,4,ACO_Local,0.668977318,28.7148601
106,3,47775744,6,4,4,ACO,0.650708154,43.4902976
106,3,47775744,6,4,4,ACO_Local,0.664544868,22.8320048
106,4,47775744,6,4,4,ACO,0.653527137,43.8202274
106,4,47775744,6,4,4,ACO_Local,0.665903947,23.8763004
106,5,47775744,6,4,4,ACO,0.651230972,39.9920032
106,5,47775744,6,4,4,ACO_Local,0.664076085,23.7380699
106,6,47775744,6,4,4,ACO,0.651863865,31.7748871
106,6,47775744,6,4,4,ACO_Local,0.665032336,29.0555274
106,7,47775744,6,4,4,ACO,0.647107863,38.4820712
106,7,47775744,6,4,4,ACO_Local,0.668083316,22.1681815
106,8,47775744,6,4,4,ACO,0.646477684,51.4234285
106,8,47775744,6,4,4,ACO_Local,0.665104802,26.7413657
107,1,116640000,6,5,4,ACO,0.598669073,45.6969726
107,1,116640000,6,5,4,ACO_Local,0.619744132,43.1220073
107,2,116640000,6,5,4,ACO,0.602226842,70.6424117
107,2,116640000,6,5,4,ACO_Local,0.625107536,36.8259581
107,3,116640000,6,5,4,ACO,0.601746026,44.1351515
107,3,116640000,6,5,4,ACO_Local,0.624281113,34.6958389
107,4,116640000,6,5,4,ACO,0.601350906,49.6271062
107,4,116640000,6,5,4,ACO_Local,0.624393535,47.7321339
107,5,116640000,6,5,4,ACO,0.602064898,62.4052078
107,5,116640000,6,5,4,ACO_Local,0.623222927,30.4355921
107,6,116640000,6,5,4,ACO,0.602001014,67.0583177
107,6,116640000,6,5,4,ACO_Local,0.620432646,42.4997504
107,7,116640000,6,5,4,ACO,0.599373847,57.5569734
107,7,116640000,6,5,4,ACO_Local,0.620298517,33.2144737
107,8,116640000,6,5,4,ACO,0.601269515,36.0136492
107,8,116640000,6,5,4,ACO_Local,0.623564637,33.0618516
108,1,241864704,6,6,4,ACO,0.618781564,67.8451922
108,1,241864704,6,6,4,ACO_Local,0.646086075,26.3477792
108,2,241864704,6,6,4,ACO,0.618174318,48.8273
108,2,241864704,6,6,4,ACO_Local,0.64396831,27.4901282
108,3,241864704,6,6,4,ACO,0.617985145,44.1574945
108,3,241864704,6,6,4,ACO_Local,0.644766757,29.9936269
108,4,241864704,6,6,4,ACO,0.616732341,40.0135996
108,4,241864704,6,6,4,ACO_Local,0.642017979,29.1944947
108,5,241864704,6,6,4,ACO,0.618521407,53.5122921
108,5,241864704,6,6,4,ACO_Local,0.645918878,25.5164795
108,6,241864704,6,6,4,ACO,0.621332285,59.8519646
108,6,241864704,6,6,4,ACO_Local,0.645887054,31.3314449
108,7,241864704,6,6,4,ACO,0.614926174,45.5375776
108,7,241864704,6,6,4,ACO_Local,0.643891149,29.021994
108,8,241864704,6,6,4,ACO,0.620277614,70.493941
108,8,241864704,6,6,4,ACO_Local,0.64597445,36.2767252
